Metodo,Acuracia
GaussianNB,0.9537681159420289
BernoulliNB,0.45958592132505177
KNeighborsClassifier(2),0.865527950310559
KNeighborsClassifier(3),0.9089648033126295
KNeighborsClassifier(5),0.9219047619047618
KNeighborsClassifier(8),0.9160662525879918
DecisionTreeClassifier(),0.9190269151138717
RandomForestClassifier(3_estimators),0.9450931677018634
RandomForestClassifier(5_estimators),0.9465217391304348
RandomForestClassifier,0.9551966873706006
SVM,0.8610766045548652
MLPClassifier,0.9392753623188407
rand1,0.5370370370370371
rand2,0.5308641975308642
rand3,0.4382716049382716
majoritario,0.9135802469135802
minoritario,0.08641975308641975
pessimo,0.0
otimo,1.0
