Metodo,Acuracia
GaussianNB,0.6057142857142858
BernoulliNB,0.3028571428571429
KNeighborsClassifier(2),0.6685714285714286
KNeighborsClassifier(3),0.6457142857142857
KNeighborsClassifier(5),0.6457142857142857
KNeighborsClassifier(8),0.6857142857142857
DecisionTreeClassifier(),0.64
RandomForestClassifier(3_estimators),0.6857142857142857
RandomForestClassifier(5_estimators),0.6857142857142857
RandomForestClassifier,0.7142857142857143
SVM,0.6514285714285715
MLPClassifier,0.6457142857142857
rand1,0.42857142857142855
rand2,0.56
rand3,0.4742857142857143
majoritario,0.2857142857142857
minoritario,0.7142857142857143
pessimo,0.0
otimo,1.0
