Metodo,Acuracia
GaussianNB,0.9537681159420289
BernoulliNB,0.45958592132505177
KNeighborsClassifier(2),0.865527950310559
KNeighborsClassifier(3),0.9089648033126295
KNeighborsClassifier(5),0.9219047619047618
KNeighborsClassifier(8),0.9160662525879918
DecisionTreeClassifier(),0.9191097308488614
RandomForestClassifier(3_estimators),0.9407660455486543
RandomForestClassifier(5_estimators),0.9465217391304348
RandomForestClassifier,0.9537681159420289
SVM,0.8596273291925465
MLPClassifier,0.9407246376811594
rand1,0.5370370370370371
rand2,0.5308641975308642
rand3,0.4382716049382716
majoritario,0.9135802469135802
minoritario,0.08641975308641975
pessimo,0.0
otimo,1.0
