A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,class
0.0,31.670000076293945,16.165000915527344,0.0,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,250.0,730.0,0.0
1.0,71.58000183105469,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,36.75,0.125,1.0,1.0,0.0,0.0,1.5,1.0,1.0,0.0,0.0,0.0,232.0,113.0,0.0
1.0,52.83000183105469,15.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,14.0,1.0,0.0,0.0,2200.0,0.0
0.0,19.170000076293945,9.5,0.0,0.0,9.0,0.0,1.5,0.0,1.0,0.0,1.0,0.0,120.0,2206.0,0.0
0.0,27.25,1.5850000381469729,0.0,0.0,2.0,1.0,1.8350000381469729,0.0,0.0,12.0,0.0,0.0,583.0,713.0,0.0
0.0,26.670000076293945,4.25,0.0,0.0,2.0,0.0,4.289999961853027,0.0,0.0,1.0,0.0,0.0,120.0,0.0,0.0
0.0,28.25,5.039999961853027,1.0,1.0,0.0,2.0,1.5,0.0,0.0,8.0,0.0,0.0,144.0,7.0,0.0
0.0,20.25,9.960000038146973,0.0,0.0,11.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,22.420000076293945,5.664999961853027,0.0,0.0,8.0,0.0,2.5850000381469727,0.0,0.0,7.0,1.0,0.0,129.0,3257.0,0.0
0.0,25.0,11.25,0.0,0.0,0.0,0.0,2.5,0.0,0.0,17.0,1.0,0.0,200.0,1208.0,0.0
0.0,32.0,1.75,1.0,1.0,11.0,1.0,0.0399999991059303,0.0,1.0,0.0,0.0,0.0,393.0,0.0,0.0
0.0,0.0,10.5,0.0,0.0,10.0,0.0,6.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,31.670000076293945,0.8299999833106995,0.0,0.0,10.0,0.0,1.3350000381469729,0.0,0.0,8.0,0.0,0.0,303.0,3290.0,0.0
1.0,41.33000183105469,1.0,0.0,0.0,3.0,2.0,2.25,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0
1.0,17.579999923706055,9.0,0.0,0.0,12.0,0.0,1.375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,19.420000076293945,6.5,0.0,0.0,9.0,1.0,1.4600000381469729,0.0,0.0,7.0,1.0,0.0,80.0,2954.0,0.0
1.0,47.75,8.0,0.0,0.0,0.0,0.0,7.875,0.0,0.0,6.0,0.0,0.0,0.0,1260.0,0.0
0.0,23.07999992370605,11.5,0.0,0.0,9.0,1.0,2.125,0.0,0.0,11.0,0.0,0.0,290.0,284.0,0.0
0.0,32.66999816894531,5.5,0.0,0.0,8.0,1.0,5.5,0.0,0.0,12.0,0.0,0.0,408.0,1000.0,0.0
0.0,36.25,5.0,0.0,0.0,0.0,2.0,2.5,0.0,0.0,6.0,1.0,0.0,0.0,367.0,0.0
0.0,42.0,0.2049999982118606,0.0,0.0,3.0,1.0,5.125,0.0,1.0,0.0,1.0,0.0,400.0,0.0,0.0
0.0,43.08000183105469,0.375,1.0,1.0,0.0,0.0,0.375,0.0,0.0,8.0,0.0,0.0,300.0,162.0,0.0
0.0,53.91999816894531,9.625,0.0,0.0,11.0,0.0,8.664999961853027,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0
1.0,25.57999992370605,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,21.82999992370605,11.0,0.0,0.0,10.0,0.0,0.2899999916553497,0.0,0.0,6.0,1.0,0.0,121.0,0.0,0.0
1.0,18.82999992370605,9.5,0.0,0.0,9.0,0.0,1.625,0.0,0.0,6.0,0.0,0.0,40.0,600.0,0.0
1.0,18.75,7.5,0.0,0.0,8.0,0.0,2.7100000381469727,0.0,0.0,5.0,1.0,0.0,0.0,26726.0,0.0
0.0,29.25,14.789999961853027,0.0,0.0,12.0,0.0,5.039999961853027,0.0,0.0,5.0,0.0,0.0,168.0,0.0,0.0
1.0,64.08000183105469,0.1650000065565109,0.0,0.0,13.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,232.0,100.0,0.0
1.0,29.5,0.4600000083446502,0.0,0.0,5.0,0.0,0.5400000214576721,0.0,0.0,4.0,1.0,0.0,380.0,500.0,0.0
0.0,25.170000076293945,3.5,0.0,0.0,2.0,0.0,0.625,0.0,0.0,7.0,1.0,0.0,0.0,7059.0,0.0
1.0,30.5,6.5,0.0,0.0,0.0,2.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,3065.0,0.0
0.0,27.670000076293945,2.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,140.0,7544.0,0.0
1.0,41.0,2.039999961853028,1.0,1.0,8.0,1.0,0.125,0.0,0.0,23.0,0.0,0.0,455.0,1236.0,0.0
0.0,32.08000183105469,4.0,0.0,0.0,6.0,0.0,2.5,0.0,1.0,0.0,0.0,0.0,360.0,0.0,0.0
0.0,32.75,1.5,0.0,0.0,2.0,1.0,5.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1.0,58.33000183105469,10.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,14.0,1.0,0.0,0.0,1602.0,0.0
0.0,27.82999992370605,1.5,0.0,0.0,9.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,434.0,35.0,0.0
0.0,25.07999992370605,1.7100000381469729,0.0,0.0,10.0,0.0,1.6649999618530271,0.0,0.0,1.0,0.0,0.0,395.0,20.0,0.0
0.0,20.420000076293945,7.5,0.0,0.0,5.0,0.0,1.5,0.0,0.0,1.0,1.0,0.0,160.0,234.0,0.0
0.0,23.170000076293945,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,42.83000183105469,4.625,0.0,0.0,8.0,0.0,4.579999923706055,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
0.0,25.0,12.5,0.0,0.0,12.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,20.0,0.0,0.0
1.0,58.66999816894531,4.460000038146973,0.0,0.0,8.0,1.0,3.039999961853028,0.0,0.0,6.0,1.0,0.0,43.0,560.0,0.0
0.0,33.58000183105469,2.75,0.0,0.0,6.0,0.0,4.25,0.0,0.0,6.0,1.0,0.0,204.0,0.0,0.0
1.0,20.32999992370605,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,50.0,1465.0,0.0
0.0,22.670000076293945,10.5,0.0,0.0,8.0,1.0,1.3350000381469729,0.0,1.0,0.0,1.0,0.0,100.0,0.0,0.0
0.0,21.920000076293945,0.5400000214576721,1.0,1.0,10.0,0.0,0.0399999991059303,0.0,0.0,1.0,0.0,0.0,840.0,59.0,0.0
0.0,19.170000076293945,0.0,1.0,1.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,500.0,1.0,0.0
0.0,76.75,22.290000915527344,0.0,0.0,11.0,5.0,12.75,0.0,0.0,1.0,0.0,0.0,0.0,109.0,0.0
1.0,22.420000076293945,11.25,1.0,1.0,10.0,1.0,0.75,0.0,0.0,4.0,1.0,0.0,0.0,321.0,0.0
0.0,31.920000076293945,4.460000038146973,0.0,0.0,2.0,1.0,6.039999961853027,0.0,0.0,3.0,1.0,0.0,311.0,300.0,0.0
1.0,35.75,0.915000021457672,0.0,0.0,12.0,0.0,0.75,0.0,0.0,4.0,1.0,0.0,0.0,1583.0,0.0
0.0,39.5,4.25,0.0,0.0,0.0,2.0,6.5,0.0,0.0,16.0,1.0,0.0,117.0,1210.0,0.0
0.0,37.58000183105469,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,43.25,3.0,0.0,0.0,8.0,1.0,6.0,0.0,0.0,11.0,1.0,0.0,80.0,0.0,0.0
1.0,24.5,0.5,0.0,0.0,8.0,1.0,1.5,0.0,1.0,0.0,1.0,0.0,280.0,824.0,0.0
0.0,36.66999816894531,3.25,0.0,0.0,8.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,102.0,639.0,0.0
0.0,24.82999992370605,2.75,0.0,0.0,0.0,0.0,2.25,0.0,0.0,6.0,1.0,0.0,0.0,600.0,0.0
0.0,57.41999816894531,8.5,0.0,0.0,11.0,1.0,7.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
1.0,32.16999816894531,1.4600000381469729,0.0,0.0,9.0,0.0,1.0850000381469729,0.0,0.0,16.0,1.0,0.0,120.0,2079.0,0.0
0.0,37.41999816894531,2.039999961853028,0.0,0.0,9.0,0.0,0.0399999991059303,0.0,1.0,0.0,0.0,0.0,400.0,5800.0,0.0
0.0,64.08000183105469,20.0,0.0,0.0,10.0,1.0,17.5,0.0,0.0,9.0,0.0,0.0,0.0,1000.0,0.0
0.0,18.5,2.0,0.0,0.0,3.0,0.0,1.5,0.0,0.0,2.0,1.0,0.0,120.0,300.0,0.0
0.0,45.0,8.5,0.0,0.0,2.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,88.0,2000.0,0.0
