Metodo,Acuracia
GaussianNB,0.6057142857142858
BernoulliNB,0.32
KNeighborsClassifier(2),0.6628571428571428
KNeighborsClassifier(3),0.6342857142857142
KNeighborsClassifier(5),0.6285714285714286
KNeighborsClassifier(8),0.6342857142857142
DecisionTreeClassifier(),0.7085714285714285
RandomForestClassifier(3_estimators),0.68
RandomForestClassifier(5_estimators),0.7028571428571428
RandomForestClassifier,0.7142857142857143
SVM,0.6228571428571429
MLPClassifier,0.6742857142857143
rand1,0.4857142857142857
rand2,0.44571428571428573
rand3,0.56
majoritario,0.2857142857142857
minoritario,0.7142857142857143
pessimo,0.0
otimo,1.0
